"est" "set" "NA"
"223" 0.691153976144116 1 8
"224" 0.707490414001798 1 8
"225" 0.647850086336327 1 8
"226" 0.689185222095064 1 8
"227" 0.781365107451464 1 9
"228" 0.707531041699418 1 8
"229" 0.746810543410953 1 9
"230" 0.686315431864578 1 8
"231" 0.629805919621995 1 8
"232" 0.707376685169372 1 8
"233" 0.718318736416139 1 9
"234" 0.77622006677598 1 9
"235" 0.709652372701503 1 9
"236" 0.708758600854685 1 9
"237" 0.75331840286012 1 9
"238" 0.693751601063976 1 8
"239" 0.790679612158106 1 9
"240" 0.77622006677598 1 9
"241" 0.690020227851665 1 8
"242" 0.708758600854685 1 9
"243" 0.751512183266501 1 9
"244" 0.74839129493854 1 9
"245" 0.634818209948008 1 8
"246" 0.753373657689331 1 9
"247" 0.661288725028827 1 8
"248" 0.517989525118598 1 6
"249" 0.784074535362011 1 9
"250" 0.784708205636905 1 9
"251" 0.695657258591833 1 8
"252" 0.672490502659874 1 8
"253" 0.766067158111188 1 9
"254" 0.629805919621995 1 8
"255" 0.736188708354195 1 9
"256" 0.583819746175786 1 7
"257" 0.748801255004314 1 9
"258" 0.689672695822953 1 8
"259" 0.692883291934436 1 8
"260" 0.784800290584914 1 9
"261" 0.653458228198808 1 8
"262" 0.710580196150975 1 9
"263" 0.693278188868787 1 8
"264" 0.790679612158106 1 9
"265" 0.403001473895222 1 5
"266" 0.785321894708973 1 9
"267" 0.73796432451903 1 9
"268" 0.750168378317349 1 9
"269" 0.696634324938652 1 8
"270" 0.647065900527718 1 8
"271" 0.785097226438551 1 9
"272" 0.695657258591833 1 8
"273" 0.708758600854685 1 9
"274" 0.740285392789188 1 9
"275" 0.64887423711365 1 8
"276" 0.775329755349366 1 9
"277" 0.748128747493519 1 9
"278" 0.675421817395199 1 8
"279" 0.681971305957448 1 8
"280" 0.692641129044749 1 8
"281" 0.692883291934436 1 8
"282" 0.781365107451464 1 9
"283" 0.746959737167698 1 9
"284" 0.682099784469042 1 8
"285" 0.689743078384923 1 8
"286" 0.647633599918418 1 8
"287" 0.753383271407593 1 9
"288" 0.707531041699418 1 8
"289" 0.691926719114982 1 8
"290" 0.765425982713106 1 9
"291" 0.784800290584914 1 9
"292" 0.747652416544586 1 9
"293" 0.635868886774488 1 8
"294" 0.69191161813148 1 8
"295" 0.647633599918418 1 8
"296" 0.70422807512598 1 8
"297" 0.682272520425757 1 8
"298" 0.742861181255842 1 9
"299" 0.647633599918418 1 8
"300" 0.69191161813148 1 8
"301" 0.692668732623494 1 8
"302" 0.747866048042048 1 9
"303" 0.706822709679953 1 8
"304" 0.6942129373319 1 8
"305" 0.753789113625869 1 9
"306" 0.707741764229869 1 8
"307" 0.747816133070121 1 9
"308" 0.689911036416989 1 8
"309" 0.719918839433795 1 9
"310" 0.753296982286311 1 9
"311" 0.691532265735701 1 8
"312" 0.708758600854685 1 9
"313" 0.69253979409529 1 8
"314" 0.702876283035796 1 8
"315" 0.776240018787792 1 9
"316" 0.69191161813148 1 8
"317" 0.747335039928006 1 9
"318" 0.708758600854685 1 9
"319" 0.675300078425472 1 8
"320" 0.683235404967368 1 8
"321" 0.693035719336188 1 8
"322" 0.719918839433795 1 9
"323" 0.694877264349272 1 8
"324" 0.693751601063976 1 8
"325" 0.661288725028827 1 8
"326" 0.78517089415015 1 9
"327" 0.794043418831506 1 10
"328" 0.683729419540249 1 8
"329" 0.752094775021152 1 9
"330" 0.689911036416989 1 8
"331" 0.689667208448759 1 8
"332" 0.776003371818216 1 9
"333" 0.654459735784192 1 8
"334" 0.649010817911983 1 8
"335" 0.621444438670172 1 7
"336" 0.70319700135782 1 8
"337" 0.784130101374811 1 9
"338" 0.782922017949504 1 9
"339" 0.693749404964621 1 8
"340" 0.76277078251566 1 9
"341" 0.747866142110821 1 9
"342" 0.622584972143798 1 7
"343" 0.747794375215491 1 9
"344" 0.746810543410953 1 9
"345" 0.692927677763073 1 8
"346" 0.748312650679922 1 9
"347" 0.784646994810138 1 9
"348" 0.475780296010007 1 6
"349" 0.785189975186073 1 9
"350" 0.75390022473698 1 9
"351" 0.692883291934436 1 8
"352" 0.74781504657438 1 9
"353" 0.689532318828575 1 8
"354" 0.690543850340446 1 8
"355" 0.718318736416139 1 9
"356" 0.746613323308128 1 9
"357" 0.707490414001798 1 8
"358" 0.708758600854685 1 9
"359" 0.75331840286012 1 9
"360" 0.647850086336327 1 8
"361" 0.63623809530956 1 8
"362" 0.619017138505575 1 7
"363" 0.654052959227415 1 8
"364" 0.672490502659874 1 8
"365" 0.747847165412543 1 9
"366" 0.692659309681088 1 8
"367" 0.70319700135782 1 8
"368" 0.28921308228119 1 3
"369" 0.653844625894082 1 8
"370" 0.699177048831778 1 8
"371" 0.648294639702911 1 8
"372" 0.707889927991568 1 8
"373" 0.749393391771306 1 9
"374" 0.620432278792738 1 7
"375" 0.746613323308128 1 9
"376" 0.745609244945234 1 9
"377" 0.280128381987474 1 3
"378" 0.748081771129016 1 9
"379" 0.707531041699418 1 8
"380" 0.691792345479817 1 8
"381" 0.671631329816802 1 8
"382" 0.748312650679922 1 9
"383" 0.692721214442993 1 8
"384" 0.693035719336188 1 8
"385" 0.691153976144116 1 8
"386" 0.747709834152689 1 9
"387" 0.73620872966316 1 9
"388" 0.707490355421573 1 8
"389" 0.795396776076766 1 10
"390" 0.654950963764827 1 8
"391" 0.692668732623494 1 8
"392" 0.70319700135782 1 8
"393" 0.790679612158106 1 9
"394" 0.703262477548296 1 8
"395" 0.654247933780792 1 8
"396" 0.686315431864578 1 8
"397" 0.795396776076766 1 10
"398" 0.784130101374811 1 9
"399" 0.710580196150975 1 9
"400" 0.655586477476294 1 8
"401" 0.681971305957448 1 8
"402" 0.686315431864578 1 8
"403" 0.688649718706208 1 8
"404" 0.689758770044727 1 8
"405" 0.70839768776839 1 9
"406" 0.652147830113634 1 8
"407" 0.747816133070121 1 9
"408" 0.746959737167698 1 9
"409" 0.692668732623494 1 8
"410" 0.73796432451903 1 9
"411" 0.692641129044749 1 8
"412" 0.659269006580647 1 8
"413" 0.692659309681088 1 8
"414" 0.653840351650269 1 8
"415" 0.765762972051826 1 9
"416" 0.784800290584914 1 9
"417" 0.682440346936478 1 8
"418" 0.78530902280512 1 9
"419" 0.782936232618383 1 9
"420" 0.6942129373319 1 8
"421" 0.74743477725019 1 9
"422" 0.745404746500447 1 9
"423" 0.783158231056218 1 9
"424" 0.654950963764827 1 8
"425" 0.699177048831778 1 8
"426" 0.795538932939511 1 10
"427" 0.74675513697502 1 9
"428" 0.682406415556843 1 8
"429" 0.703262477548296 1 8
"430" 0.693825297821763 1 8
"431" 0.694992478784029 1 8
"432" 0.707531041699418 1 8
"433" 0.766067158111188 1 9
"434" 0.681971305957448 1 8
"435" 0.795538932939511 1 10
"436" 0.633896410255605 1 8
"437" 0.78530902280512 1 9
"438" 0.707531041699418 1 8
"439" 0.781007858750729 1 9
"440" 0.693235063889956 1 8
"441" 0.752094775021152 1 9
"442" 0.63476925829336 1 8
"443" 0.750168378317349 1 9
"444" 0.747794375215491 1 9
"445" 0.747702324142702 1 9
"446" 0.709899968901404 1 9
"447" 0.689348392389618 1 8
"448" 0.746789078764488 1 9
"449" 0.76277078251566 1 9
"450" 0.683010684313997 1 8
"451" 0.646037887690755 1 8
"452" 0.745559929112645 1 9
"453" 0.746158945529108 1 9
"454" 0.747652416544586 1 9
"455" 0.718318736416139 1 9
"456" 0.747702324142702 1 9
"457" 0.784708205636905 1 9
"458" 0.693278188868787 1 8
"459" 0.77664912019052 1 9
"460" 0.692659309681088 1 8
"461" 0.745004384676371 1 9
"462" 0.682440346936478 1 8
"463" 0.647633599918418 1 8
"464" 0.753963670249898 1 9
"465" 0.74144983063855 1 9
"466" 0.78387679586114 1 9
"467" 0.672220429329124 1 8
"468" 0.403001473895222 1 5
"469" 0.709031366235 1 9
"470" 0.733397607510865 1 9
"471" 0.690543850340446 1 8
"472" 0.689743078384923 1 8
"473" 0.693035719336188 1 8
"474" 0.753148958415676 1 9
"475" 0.690543850340446 1 8
"476" 0.785321894708973 1 9
"477" 0.748312650679922 1 9
"478" 0.70839768776839 1 9
"479" 0.682214769614615 1 8
"480" 0.688064912773892 1 8
"481" 0.747652416544586 1 9
"482" 0.691926719114982 1 8
"483" 0.785321894708973 1 9
"484" 0.784705696810936 1 9
"485" 0.747866048042048 1 9
"486" 0.671631329816802 1 8
"487" 0.654459735784192 1 8
"488" 0.795396776076766 1 10
"489" 0.70886213661107 1 9
"490" 0.69339884572462 1 8
"491" 0.707210018502706 1 8
"492" 0.709652372701503 1 9
"493" 0.76277078251566 1 9
"494" 0.783259342167329 1 9
"495" 0.707741764229869 1 8
"496" 0.635348722288147 1 8
"497" 0.648294639702911 1 8
"498" 0.748128747493519 1 9
"499" 0.653255061726489 1 8
"500" 0.793211351401998 1 10
"501" 0.707210018502706 1 8
"502" 0.707531041699418 1 8
"503" 0.692477470766296 1 8
"504" 0.753834405307424 1 9
"505" 0.707531041699418 1 8
"506" 0.75331840286012 1 9
"507" 0.704246255720009 1 8
"508" 0.784701307238296 1 9
"509" 0.692394793379899 1 8
"510" 0.693278188868787 1 8
"511" 0.75390022473698 1 9
"512" 0.75331840286012 1 9
"513" 0.70319700135782 1 8
"514" 0.647633599918418 1 8
"515" 0.707187408530459 1 8
"516" 0.64901751142272 1 8
"517" 0.691792345479817 1 8
"518" 0.647633599918418 1 8
"519" 0.693035719336188 1 8
"520" 0.655551751979523 1 8
"521" 0.70419203404288 1 8
"522" 0.683162475605466 1 8
"523" 0.653809911730723 1 8
"524" 0.785921920774126 1 9
"525" 0.746959737167698 1 9
"526" 0.689797027589368 1 8
"527" 0.737727875775918 1 9
"528" 0.691532265735701 1 8
"529" 0.297283948224546 1 4
"530" 0.750168378317349 1 9
"531" 0.653886292560748 1 8
"532" 0.775577000560493 1 9
"533" 0.78387679586114 1 9
"534" 0.654459735784192 1 8
"535" 0.634736060389206 1 8
"536" 0.685827723925502 1 8
"537" 0.784705696810936 1 9
"538" 0.785097226438551 1 9
"539" 0.653584435928277 1 8
"540" 0.746627675297838 1 9
"541" 0.647657750352088 1 8
"542" 0.747866048042048 1 9
"543" 0.747866048042048 1 9
"544" 0.695657258591833 1 8
"545" 0.746959737167698 1 9
"546" 0.692746619397975 1 8
"547" 0.5462495715653 1 7
"548" 0.753746957923988 1 9
"549" 0.793775710835238 1 10
"550" 0.692641129044749 1 8
"551" 0.785321894708973 1 9
"552" 0.784578068362692 1 9
"553" 0.693751601063976 1 8
"554" 0.746959737167698 1 9
"555" 0.75331840286012 1 9
"556" 0.762995433718745 1 9
"557" 0.778312910846096 1 9
"558" 0.649224040275162 1 8
"559" 0.784708205636905 1 9
"560" 0.65658285544175 1 8
"561" 0.692478774310093 1 8
"562" 0.7522894528923 1 9
"563" 0.782203157134716 1 9
"564" 0.746158945529108 1 9
"565" 0.682214769614615 1 8
"566" 0.623693033033232 1 7
"567" 0.782983007017951 1 9
"568" 0.753383271407593 1 9
"569" 0.700752072783298 1 8
"570" 0.710580196150975 1 9
"571" 0.748081771129016 1 9
"572" 0.691532265735701 1 8
"573" 0.76277078251566 1 9
"574" 0.41776071186713 1 5
"575" 0.410392531544 1 5
"576" 0.746627675297838 1 9
"577" 0.692846154368661 1 8
"578" 0.541606794234768 1 6
"579" 0.689758770044727 1 8
"580" 0.765762972051826 1 9
"581" 0.765762972051826 1 9
"582" 0.794123309333603 1 10
"583" 0.747652416544586 1 9
"584" 0.776003371818216 1 9
"585" 0.78188768094424 1 9
"586" 0.692478774310093 1 8
"587" 0.708850101521716 1 9
"588" 0.692668732623494 1 8
"589" 0.742861181255842 1 9
"590" 0.747890389708244 1 9
"591" 0.59689673775979 1 7
"592" 0.748081771129016 1 9
"593" 0.682046984053923 1 8
"594" 0.635696492776291 1 8
"595" 0.829803116891389 2 3
"596" 0.829784534284995 2 3
"597" 0.797387451584239 2 3
"598" 0.74916354467392 2 3
"599" 0.616599397988745 2 2
"600" 0.831029393283091 2 3
"601" 0.748352849252985 2 3
"602" 0.828271489698657 2 3
"603" 0.452455901449449 2 2
"604" 0.569654499365938 2 2
"605" 0.602668683791017 2 2
"606" 0.725320360502926 2 3
"607" 0.747334589930708 2 3
"608" 0.701891079176124 2 3
"609" 0.710365370311246 2 3
"610" 0.755250877085375 2 3
"611" 0.808685516873575 2 3
"612" 0.710892186017722 2 3
"613" 0.564624688020557 2 2
"614" 0.715398338638358 2 3
"615" 0.669533393158719 2 3
"616" 0.748202789097051 2 3
"617" 0.675993111126229 2 3
"618" 0.463397664101745 2 2
"619" 0.803331282814133 2 3
"620" 0.774296031309439 2 3
"621" 0.838437074667822 2 3
"622" 0.715398338638358 2 3
"623" 0.688468863032257 2 3
"624" 0.746627001977005 2 3
"625" 0.715398338638358 2 3
"626" 0.691246506377234 2 3
"627" 0.747683989085173 2 3
"628" 0.706428028737783 2 3
"629" 0.463397664101745 2 2
"630" 0.616599397988745 2 2
"631" 0.681411382945769 2 3
"632" 0.748352849252985 2 3
"633" 0.737249115382101 2 3
"634" 0.849641285558688 2 3
"635" 0.738903141883964 2 3
"636" 0.725320360502926 2 3
"637" 0.748202789097051 2 3
"638" 0.564624688020557 2 2
"639" 0.667505754998846 2 3
"640" 0.750336058632431 2 3
"641" 0.7980617511871 2 3
"642" 0.747683989085173 2 3
"643" 0.717323679827476 2 3
"644" 0.669533393158719 2 3
"645" 0.826706102552086 2 3
"646" 0.581587712951351 2 2
"647" 0.706617124402552 2 3
"648" 0.76845002651437 2 3
"649" 0.83857255756711 2 3
"650" 0.486256144756176 2 2
"651" 0.741130663285028 2 3
"652" 0.539296521982629 2 2
"653" 0.61715426784236 2 2
"654" 0.710365370311246 2 3
"655" 0.563039050099245 2 2
"656" 0.713200978180929 2 3
"657" 0.82739680779177 2 3
"658" 0.735464027131991 2 3
"659" 0.740870209345424 2 3
"660" 0.71125834743858 2 3
"661" 0.710777291710266 2 3
"662" 0.574469053600185 2 2
"663" 0.603163803708064 2 2
"664" 0.601198817316537 2 2
"665" 0.706428028737783 2 3
"666" 0.774296031309439 2 3
"667" 0.706617124402552 2 3
"668" 0.494193844604303 2 2
"669" 0.605793311784258 2 2
"670" 0.644424353556642 2 3
"671" 0.737532331278045 2 3
"672" 0.748184870525873 2 3
"673" 0.468441918977392 2 2
"674" 0.838437074667822 2 3
"675" 0.487258615038949 2 2
"676" 0.710892186017722 2 3
"677" 0.746225291654404 2 3
"678" 0.688468863032257 2 3
"679" 0.706428028737783 2 3
"680" 0.747203432465613 2 3
"681" 0.725320360502926 2 3
"682" 0.829566418171455 2 3
"683" 0.797387451584239 2 3
"684" 0.727539267368102 2 3
"685" 0.745512816957619 2 3
"686" 0.673542648328622 2 3
"687" 0.828441739018919 2 3
"688" 0.71125834743858 2 3
"689" 0.622620601669125 2 2
"690" 0.767460094305983 2 3
"691" 0.752792958652496 2 3
"692" 0.581587712951351 2 2
"693" 0.362413368336187 2 1
"694" 0.747203432465613 2 3
"695" 0.748352849252985 2 3
"696" 0.752792958652496 2 3
"697" 0.668713562565815 2 3
"698" 0.859410439755375 2 3
"699" 0.688468863032257 2 3
"700" 0.713200978180929 2 3
"701" 0.490324591323175 2 2
"702" 0.691246506377234 2 3
"703" 0.602668683791017 2 2
"704" 0.733730305032859 2 3
"705" 0.456247901497232 2 2
"706" 0.644424353556642 2 3
"707" 0.704689545695294 2 3
"708" 0.61715426784236 2 2
"709" 0.755250877085375 2 3
"710" 0.773705006520127 2 3
"711" 0.669533393158719 2 3
"712" 0.82640299238097 2 3
"713" 0.248992474365123 2 1
"714" 0.827939849297294 2 3
"715" 0.293526896710842 2 1
"716" 0.597976188834054 2 2
"717" 0.494393847135417 2 2
"718" 0.681411382945769 2 3
"719" 0.828980216273723 2 3
"720" 0.451298947638447 2 2
"721" 0.494193844604303 2 2
"722" 0.8310000829307 2 3
"723" 0.506375082797952 2 2
"724" 0.481076858711681 2 2
"725" 0.245757186293819 2 1
"726" 0.738903141883964 2 3
"727" 0.833482956985678 2 3
"728" 0.452455901449449 2 2
"729" 0.858743773088708 2 3
"730" 0.737402821340114 2 3
"731" 0.747742578892337 2 3
"732" 0.479401834746504 2 2
"733" 0.26239213616601 2 1
"734" 0.747683989085173 2 3
"735" 0.525647296174401 2 2
"736" 0.492208765609437 2 2
"737" 0.696896441735182 2 3
"738" 0.463397664101745 2 2
"739" 0.460095075008824 2 2
"740" 0.478054628717036 2 2
"741" 0.79250490397149 2 3
"742" 0.748224760619179 2 3
"743" 0.752792958652496 2 3
"744" 0.689071002645974 2 3
"745" 0.748202789097051 2 3
"746" 0.737249115382101 2 3
"747" 0.73939243755585 2 3
"748" 0.690807721701473 2 3
"749" 0.658375601773939 2 3
"750" 0.752792958652496 2 3
"751" 0.479401834746504 2 2
"752" 0.487258615038949 2 2
"753" 0.66997034090426 2 3
"754" 0.829566418171455 2 3
"755" 0.748352849252985 2 3
"756" 0.766164187828601 2 3
"757" 0.506375082797952 2 2
"758" 0.666575350572495 2 3
"759" 0.601198817316537 2 2
"760" 0.525647296174401 2 2
"761" 0.666575350572495 2 3
"762" 0.733730305032859 2 3
"763" 0.490324591323175 2 2
"764" 0.735464027131991 2 3
"765" 0.738903141883964 2 3
"766" 0.602668683791017 2 2
"767" 0.666575350572495 2 3
"768" 0.76845002651437 2 3
"769" 0.748224760619179 2 3
"770" 0.733730305032859 2 3
"771" 0.847824554437578 2 3
"772" 0.592223163973826 2 2
"773" 0.603163803708064 2 2
"774" 0.755250877085375 2 3
"775" 0.745785544576317 2 3
"776" 0.739614753566307 2 3
"777" 0.825550979372808 2 3
"778" 0.755250877085375 2 3
"779" 0.797387451584239 2 3
"780" 0.797387451584239 2 3
"781" 0.704689545695294 2 3
"782" 0.76845002651437 2 3
"783" 0.675993111126229 2 3
"784" 0.668415361451737 2 3
"785" 0.733730305032859 2 3
"786" 0.494393847135417 2 2
"787" 0.667505754998846 2 3
"788" 0.285599718357909 2 1
"789" 0.616599397988745 2 2
"790" 0.700903496319419 2 3
"791" 0.735464027131991 2 3
"792" 0.690807721701473 2 3
"793" 0.573942467390389 2 2
"794" 0.829566418171455 2 3
"795" 0.689071002645974 2 3
"796" 0.735464027131991 2 3
"797" 0.738903141883964 2 3
"798" 0.706428028737783 2 3
"799" 0.585298727538509 2 2
"800" 0.706617124402552 2 3
"801" 0.837986054558286 2 3
"802" 0.452455901449449 2 2
"803" 0.808685516873575 2 3
"804" 0.74916354467392 2 3
"805" 0.47458572750661 2 2
"806" 0.364493369070637 2 1
"807" 0.644424353556642 2 3
"808" 0.675559897696326 2 3
"809" 0.463397664101745 2 2
"810" 0.494425655311 2 2
"811" 0.287567207732168 2 1
"812" 0.564624688020557 2 2
"813" 0.688468863032257 2 3
"814" 0.585298727538509 2 2
"815" 0.581587712951351 2 2
"816" 0.828441739018919 2 3
"817" 0.706617124402552 2 3
"818" 0.490324591323175 2 2
"819" 0.706428028737783 2 3
"820" 0.706428028737783 2 3
"821" 0.564624688020557 2 2
"822" 0.748224760619179 2 3
"823" 0.737249115382101 2 3
"824" 0.689071002645974 2 3
"825" 0.673542648328622 2 3
"826" 0.83683098558373 2 3
"827" 0.710365370311246 2 3
"828" 0.765934946301503 2 3
"829" 0.857472744934037 2 3
"830" 0.602668683791017 2 2
"831" 0.817731547084744 2 3
"832" 0.858754884199819 2 3
"833" 0.362413368336187 2 1
"834" 0.478302979946366 2 2
"835" 0.675559897696326 2 3
"836" 0.563039050099245 2 2
"837" 0.755250877085375 2 3
"838" 0.492208765609437 2 2
"839" 0.463397664101745 2 2
"840" 0.251863938762476 2 1
"841" 0.542729342907559 2 2
"842" 0.324751436176929 2 1
"843" 0.834604905194042 2 3
"844" 0.688468863032257 2 3
"845" 0.857601532812825 2 3
"846" 0.71125834743858 2 3
"847" 0.690807721701473 2 3
"848" 0.836188161259902 2 3
"849" 0.490324591323175 2 2
"850" 0.737532331278045 2 3
"851" 0.826706102552086 2 3
"852" 0.704689545695294 2 3
"853" 0.741130663285028 2 3
"854" 0.828271489698657 2 3
"855" 0.701891079176124 2 3
"856" 0.727539267368102 2 3
"857" 0.622620601669125 2 2
"858" 0.700903496319419 2 3
"859" 0.672602868367256 2 3
"860" 0.573942467390389 2 2
"861" 0.691246506377234 2 3
"862" 0.713200978180929 2 3
"863" 0.715398338638358 2 3
"864" 0.710892186017722 2 3
"865" 0.691246506377234 2 3
"866" 0.844817110462307 2 3
"867" 0.468441918977392 2 2
"868" 0.833482956985678 2 3
"869" 0.221612176390819 2 1
"870" 0.748224760619179 2 3
"871" 0.573942467390389 2 2
"872" 0.773705006520127 2 3
"873" 0.614811927837048 2 2
